Feature_ID,mz,RTmin,RT,RTmax,npeaks,sn,NIST_Full scan_1_POS.mzML
F6718,894.6389,11.2150,11.2820,11.3820,1.0000,4636.0000,42150.9904
F6719,894.6611,9.4480,9.6230,9.6320,2.0000,42516.0000,315339.2970
F6720,894.6669,11.0820,11.1320,11.2320,1.0000,20205.0000,99837.9498
F6721,894.6691,10.1990,10.2820,10.3820,1.0000,49.0000,776727.1232
F6722,894.6825,13.3660,13.3990,13.4490,1.0000,12.0000,45447.4940
F6723,894.6902,13.4490,13.4990,13.5660,1.0000,18.0000,88800.0477
F6724,894.6928,12.2160,12.2660,12.2990,1.0000,10712.0000,28452.5155
F6725,894.7026,13.7160,13.9410,13.9000,2.0000,247632.0000,1704810.6456
F6726,894.7451,12.8490,12.9160,12.9830,1.0000,9.0000,43581.5762
F6727,894.7543,13.0990,13.2580,13.2330,2.0000,255.0000,1228210.4401
F6728,894.7601,14.3500,14.5160,14.6500,1.0000,37396.0000,309039.0099
F6729,894.8146,14.1330,14.2000,14.2830,1.0000,22.0000,35682.9189
F6730,894.8233,14.7160,14.8160,14.9000,1.0000,64.0000,427907.6332
F6731,894.8295,11.9990,12.0490,12.0990,1.0000,7.0000,8058.5456
F6732,894.8314,15.4330,15.5170,15.6170,1.0000,149.0000,1171990.7567
F6733,894.8382,15.8170,15.8830,15.9670,1.0000,9.0000,56802.0945
F6734,894.8407,14.3500,14.5000,14.5660,1.0000,8008.0000,57013.7177
F6735,895.2543,4.4470,4.4970,4.5640,1.0000,5757.0000,22315.3974
F6736,895.2762,5.5140,5.5810,5.6640,1.0000,2765.0000,1922679.8711
F6737,895.2985,9.3980,9.5150,9.5980,1.0000,12.0000,16845.2320
F6738,895.5198,7.3140,7.3650,7.4150,1.0000,13.0000,7115.6706
F6739,895.5670,10.1650,10.3320,10.4650,1.0000,18.0000,56575.8859
F6740,895.5761,11.5320,11.5990,11.6820,1.0000,431.0000,222652.6843
F6741,895.6319,11.9160,11.9820,12.0660,1.0000,23.0000,162472.9914
F6742,895.6372,13.9000,13.9330,14.0660,1.0000,2772.0000,27967.0686
F6743,895.6408,12.1820,12.2490,12.3320,1.0000,19.0000,85853.3277
F6744,895.6402,14.0660,14.1330,14.1660,1.0000,4573.0000,18985.1263
F6745,895.6644,9.3980,9.5480,9.7650,1.0000,21.0000,127718.9269
F6746,895.6694,11.0490,11.1320,11.2150,1.0000,22.0000,60435.2604
F6747,895.6721,10.1990,10.2820,10.3650,1.0000,78.0000,417707.0897
F6748,895.7038,13.7160,13.8160,13.9000,1.0000,227.0000,721377.6181
F6749,895.7058,13.9830,14.0830,14.1330,1.0000,29.0000,86582.5918
F6750,895.7154,14.1160,14.2660,14.4160,1.0000,592.0000,3893882.2448
F6751,895.7505,13.0160,13.0830,13.1160,1.0000,10.0000,44088.9104
F6752,895.7574,13.0990,13.2580,13.2330,2.0000,90.0000,765675.1015
F6753,895.7715,15.0330,15.0330,15.2000,2.0000,125.0000,229373.2756
F6754,895.8252,14.7160,14.8000,14.9000,1.0000,14457.0000,99182.5326
F6755,895.8349,15.4330,15.5170,15.6170,1.0000,115.0000,392977.2289
F6756,895.8476,16.6840,16.8500,17.0500,1.0000,9.0000,34038.9416
F6757,895.8661,14.5330,14.5660,14.6330,1.0000,3595.0000,13244.9102
F6758,896.2568,4.4300,4.5140,4.5640,1.0000,22.0000,12233.1313
F6759,896.2751,5.5140,5.5810,5.6640,1.0000,1091.0000,760026.7471
F6760,896.3623,0.7130,0.7460,0.7960,1.0000,11329.0000,17462.2548
F6761,896.5393,9.5820,9.6320,9.6820,1.0000,11.0000,6839.5397
F6762,896.5718,10.2490,10.2990,10.3990,1.0000,7.0000,10275.9822
F6763,896.5796,11.5320,11.5990,11.6820,1.0000,28315.0000,105863.4626
F6764,896.6388,11.8820,11.9820,12.0490,1.0000,16.0000,68621.7449
F6765,896.6445,12.1820,12.2660,12.3320,1.0000,14.0000,46439.6644
F6766,896.6635,9.4650,9.5480,9.7480,1.0000,7.0000,16698.8390
F6767,896.6757,10.1490,10.2990,10.4490,1.0000,34.0000,152544.1014
F6768,896.6792,11.6160,11.6660,11.7160,1.0000,13.0000,30528.2705
F6769,896.6847,11.4490,11.5160,11.5820,1.0000,80.0000,187029.1956
F6770,896.7059,13.7160,13.8160,13.9000,1.0000,34201.0000,231961.7483
F6771,896.7061,12.2320,12.2820,12.3660,1.0000,14.0000,18371.3664
F6772,896.7088,13.9660,14.0830,14.1160,1.0000,4215.0000,35331.2210
F6773,896.7186,14.1160,14.2660,14.4160,1.0000,1291.0000,2400909.4754
F6774,896.7612,13.0990,13.1660,13.2830,1.0000,48250.0000,343940.2265
F6775,896.7659,12.8660,12.8410,13.1160,2.0000,8369.0000,46823.5236
F6776,896.7693,13.7160,13.8330,13.9000,1.0000,17.0000,822452.6288
F6777,896.7708,13.3830,13.5490,13.5660,2.0000,209.0000,6023232.1229
F6778,896.7754,15.0330,15.0330,15.2000,2.0000,98.0000,148740.5722
F6779,896.8293,14.7160,14.8000,14.9000,1.0000,15.0000,19543.9494
F6780,896.8377,15.4330,15.5330,15.6170,1.0000,14855.0000,90993.1310
F6781,896.8786,14.9500,15.1330,15.4170,1.0000,32.0000,17686.6146
F6782,897.2737,5.5140,5.5810,5.6640,1.0000,473.0000,286250.4342
F6783,897.5823,11.5660,11.6160,11.6660,1.0000,53.0000,31085.6002
F6784,897.6441,12.1820,12.2490,12.3160,1.0000,12.0000,31245.6467
F6785,897.6794,10.1990,10.2820,10.3490,1.0000,18.0000,37315.8407
F6786,897.6880,11.4660,11.5160,11.5820,1.0000,72.0000,109331.0796
F6787,897.6941,13.0490,13.0080,13.1660,2.0000,46.0000,56534.0962
F6788,897.7069,13.7500,13.8160,13.8660,1.0000,69.0000,50366.7275
F6789,897.7078,13.8660,13.9000,13.9660,1.0000,40.0000,27580.0647
F6790,897.7199,14.1160,14.2660,14.4160,1.0000,276.0000,1012011.5975
F6791,897.7311,14.6660,14.7500,14.8500,1.0000,389.0000,3074944.2929
F6792,897.7404,12.5490,12.6490,12.6990,1.0000,8.0000,20989.0224
F6793,897.7574,13.0830,13.1830,13.2330,1.0000,32.0000,190412.8643
F6794,897.7628,13.2160,13.2660,13.3330,1.0000,30162.0000,194823.3578
F6795,897.7696,15.0330,15.1160,15.2000,1.0000,8.0000,47799.1417
F6796,897.7700,13.3330,13.3990,13.4160,1.0000,88463.0000,198626.9151
F6797,897.7739,13.3830,13.6490,13.5660,3.0000,173.0000,2879295.8732
F6798,897.7863,15.6830,15.7170,15.8000,1.0000,15.0000,19086.4983
F6799,897.7880,15.8000,15.8830,15.9670,1.0000,21.0000,34910.7559
F6800,897.8396,15.4670,15.5330,15.6000,1.0000,22.0000,17691.3298
F6801,897.8815,15.0330,15.1160,15.1830,1.0000,14.0000,10822.9159
F6802,898.2727,5.5140,5.5810,5.6640,1.0000,535.0000,100013.5457
F6803,898.5280,7.7810,7.8810,7.9810,1.0000,26.0000,35086.2661
F6804,898.6650,11.9320,11.9820,12.0490,1.0000,46.0000,89636.3562
F6805,898.6914,11.4660,11.5160,11.5990,1.0000,30.0000,36518.4261
F6806,898.6975,12.8660,13.0160,13.2490,1.0000,19.0000,83976.2327
F6807,898.7009,7.7650,8.1150,8.3650,1.0000,20.0000,40180.7666
F6808,898.7209,14.1500,14.2660,14.4160,1.0000,110.0000,338599.7684
F6809,898.7342,14.6660,14.7500,14.8500,1.0000,543.0000,1866072.1787
F6810,898.7431,12.5660,12.6160,12.6660,1.0000,10.0000,17296.7253
F6811,898.7596,11.9660,12.1160,12.1820,1.0000,15.0000,92162.0437
F6812,898.7769,13.3830,13.5410,13.5660,2.0000,196569.0000,1318727.1212
F6813,898.7830,13.6990,13.7500,13.7660,1.0000,232896.0000,440935.2414
F6814,898.7866,13.7330,13.9330,13.9000,2.0000,126.0000,5979476.6875
F6815,898.8586,14.2500,14.2830,14.3330,1.0000,21.0000,16274.9256
F6816,899.0296,7.7810,7.8810,7.9650,1.0000,54.0000,32052.8833
F6817,899.2719,5.5140,5.5810,5.6640,1.0000,156.0000,28311.3578
F6818,899.5309,7.7810,7.8650,7.9650,1.0000,15.0000,23163.9135
F6819,899.6467,7.8150,7.8810,7.9480,1.0000,17.0000,14496.3726
F6820,899.6684,11.9160,11.9820,12.0490,1.0000,28.0000,63798.4233
F6821,899.6931,11.4660,11.5160,11.5820,1.0000,7.0000,14452.1224
F6822,899.7049,7.9980,8.0980,8.2480,1.0000,14.0000,23661.4950
F6823,899.7100,13.0990,13.2580,13.2330,2.0000,205.0000,480796.5445
F6824,899.7228,14.1660,14.2660,14.3660,1.0000,34.0000,79064.6811
F6825,899.7353,14.6660,14.7660,14.8500,1.0000,292.0000,758587.1831
F6826,899.7451,12.7330,12.8830,12.9990,1.0000,21.0000,89048.1478
F6827,899.7465,15.4000,15.4830,15.5830,1.0000,466.0000,1074279.0108
F6828,899.7619,11.9820,12.0990,12.1820,1.0000,10.0000,55940.2980
F6829,899.7804,13.5330,13.5240,13.6830,2.0000,151310.0000,981023.2425
F6830,899.7864,13.6830,13.7500,13.7660,1.0000,145648.0000,357274.5773
F6831,899.7883,15.8500,15.9000,15.9330,1.0000,5.0000,5853.2711
F6832,899.7899,13.7330,13.9330,13.9000,2.0000,114.0000,3597447.1151
F6833,900.0292,7.7810,7.8980,7.9480,1.0000,9.0000,9403.7384
F6834,900.5015,7.9480,8.1150,8.2980,1.0000,55.0000,145886.1921
F6835,900.5461,8.5820,8.6650,8.8150,1.0000,9.0000,16590.1509
F6836,900.6046,11.3660,11.4320,11.5160,1.0000,13.0000,26124.5312
F6837,900.6507,7.7810,7.8650,7.9650,1.0000,13.0000,8876.1208
F6838,900.6815,12.1160,12.1820,12.2490,1.0000,57.0000,114486.6226
F6839,900.6837,11.8490,11.9160,12.0160,1.0000,35.0000,89205.2748
F6840,900.7130,13.0990,13.2490,13.2490,2.0000,36233.0000,276848.3835
F6841,900.7193,9.5820,9.6150,9.6820,1.0000,13.0000,11246.0054
F6842,900.7365,14.6660,14.8250,14.8500,2.0000,31464.0000,253707.4014
F6843,900.7488,12.7330,12.8660,12.9660,1.0000,19.0000,50244.2855
F6844,900.7498,15.4000,15.4830,15.5830,1.0000,616.0000,663212.0423
F6845,900.7565,12.2160,12.3490,12.7330,1.0000,6.0000,26872.1246
F6846,900.7861,13.5330,13.5990,13.7330,1.0000,87295.0000,617306.8888
F6847,900.7932,13.7330,13.9330,13.9000,2.0000,238271.0000,1227068.2697
F6848,900.8013,14.5330,14.6160,14.6830,1.0000,151165.0000,915944.2167
F6849,900.8029,14.1660,14.2500,14.3660,1.0000,5237237.0000,32446513.8226
F6850,900.8712,14.7000,14.7830,14.8660,1.0000,18.0000,24831.8686
F6851,901.0427,8.5980,8.6650,8.7150,1.0000,9.0000,8495.0852
F6852,901.5047,7.9810,8.0980,8.2650,1.0000,41.0000,72457.6734
F6853,901.5163,7.6310,7.7150,7.7810,1.0000,8.0000,9329.7227
F6854,901.5443,8.5820,8.6820,8.7480,1.0000,8.0000,8433.8826
F6855,901.5627,9.3320,9.3820,9.4480,1.0000,7.0000,5919.5973
F6856,901.5847,11.4820,11.5160,11.5660,1.0000,10.0000,6281.0342
F6857,901.6091,11.3820,11.4320,11.4820,1.0000,3016.0000,11755.4445
F6858,901.6470,13.3660,13.4160,13.4490,1.0000,10276.0000,32799.4844
F6859,901.6859,12.1160,12.1820,12.2490,1.0000,19.0000,65129.2790
F6860,901.6904,11.9820,12.0660,12.1160,1.0000,7.0000,18018.6403
F6861,901.7131,11.1820,11.6490,11.7160,1.0000,19.0000,9561.8587
F6862,901.7165,9.4820,9.6150,9.6820,1.0000,9.0000,10439.2612
F6863,901.7257,13.3830,13.5580,13.5660,2.0000,112.0000,1433686.8911
F6864,901.7382,14.6830,14.7500,14.9500,1.0000,99.0000,80696.1083
F6865,901.7509,15.4000,15.4830,15.6000,1.0000,217.0000,286385.8286
F6866,901.7595,13.0660,13.1160,13.1490,1.0000,55.0000,80991.9564
F6867,901.7619,16.2670,16.3670,16.4500,1.0000,80.0000,118168.1328
F6868,901.7864,13.5330,13.5830,13.6160,1.0000,40.0000,119265.0600
F6869,901.7969,13.9330,14.0000,14.1660,1.0000,578.0000,2714795.4454
F6870,901.7972,13.7330,13.8160,13.9330,1.0000,221.0000,1197882.1349
F6871,901.8046,14.5330,14.6160,14.6830,1.0000,129.0000,600950.0822
F6872,901.8058,14.1660,14.2500,14.3660,1.0000,4354.0000,20593200.7692
F6873,901.8313,15.1160,15.2000,15.3330,1.0000,55.0000,54395.2033
F6874,901.8711,13.0830,13.1330,13.2330,1.0000,8.0000,16403.8805
F6875,901.8755,14.6830,14.7830,14.8500,1.0000,10.0000,15203.0073
F6876,901.9048,12.8160,12.8830,12.9830,1.0000,14.0000,21923.5343
F6877,902.3375,8.1310,8.2310,8.3150,1.0000,59.0000,19031.5985
F6878,902.5161,9.5320,9.6150,9.7480,1.0000,100.0000,96590.3763
F6879,902.5231,7.7480,7.8650,7.9650,1.0000,22.0000,73583.6540
F6880,902.5606,10.1990,10.3150,10.4820,1.0000,16.0000,44831.9489
F6881,902.5754,6.2480,6.4230,6.4310,2.0000,19.0000,17729.3415
F6882,902.6520,13.1990,13.3990,13.4490,1.0000,7984.0000,24040.8979
F6883,902.6985,12.0490,12.0490,12.1820,2.0000,23.0000,77477.5762
F6884,902.7287,13.3830,13.5580,13.5660,2.0000,120.0000,904324.4266
F6885,902.7521,15.4000,15.4830,15.5830,1.0000,103.0000,95488.7210
F6886,902.7633,13.0660,13.1330,13.1990,1.0000,20.0000,67510.3773
F6887,902.7658,16.2330,16.3670,16.5170,1.0000,62.0000,71071.4152
F6888,902.8012,13.9330,14.0000,14.1660,1.0000,276872.0000,1573819.7412
F6889,902.8074,13.8330,13.9160,13.9500,1.0000,57698.0000,366562.9172
F6890,902.8075,13.2830,13.3660,13.4660,1.0000,14.0000,207152.0034
F6891,902.8097,14.1660,14.2500,14.3660,1.0000,1110963.0000,6831138.9829
F6892,902.8122,14.5500,14.6330,14.6660,1.0000,60650.0000,260701.8693
F6893,902.8168,13.6490,13.7330,13.8330,1.0000,339280.0000,1981797.4425
F6894,902.8182,14.6830,14.7660,14.9000,1.0000,808.0000,29469953.7521
F6895,903.0593,10.2320,10.3490,10.4650,1.0000,39.0000,38952.8320
F6896,903.2724,5.5140,5.5810,5.6310,1.0000,23.0000,5776.0757
F6897,903.3286,5.4970,5.5470,5.5970,1.0000,15.0000,6401.7576
F6898,903.3359,8.1310,8.2310,8.2980,1.0000,25.0000,18183.9884
F6899,903.4977,6.0980,6.2140,6.3310,1.0000,31.0000,26295.7233
F6900,903.5202,9.5980,9.6480,9.7650,1.0000,35.0000,38884.2071
F6901,903.5260,7.7310,7.8810,7.9810,1.0000,14.0000,39620.1648
F6902,903.5619,10.1990,10.3150,10.3820,1.0000,18.0000,21140.3728
F6903,903.5779,6.4310,6.5140,6.5980,1.0000,11.0000,11703.0131
F6904,903.6539,11.8320,11.8820,11.9490,1.0000,71.0000,67878.3896
F6905,903.6790,10.2320,10.2990,10.3650,1.0000,10.0000,13774.0432
F6906,903.6895,13.2330,13.3330,13.3830,1.0000,10.0000,15337.3684
F6907,903.7015,12.0490,12.0490,12.1990,2.0000,18.0000,41427.2134
F6908,903.7330,13.3830,13.4660,13.6990,1.0000,44796.0000,568042.4590
F6909,903.7416,13.7330,13.9330,13.9660,2.0000,293900.0000,1454953.6005
F6910,903.7539,15.4000,15.5000,15.6830,1.0000,17.0000,29859.3118
F6911,903.7657,16.2330,16.3670,16.5000,1.0000,24.0000,33950.8978
F6912,903.7691,13.4660,13.4990,13.5490,1.0000,24271.0000,85597.4862
F6913,903.7753,12.5830,12.6660,12.7160,1.0000,20.0000,139582.1150
F6914,903.8030,13.9000,14.0000,14.0500,1.0000,52.0000,475257.9371
F6915,903.8128,14.1660,14.3660,14.4000,2.0000,45.0000,1931669.7937
F6916,903.8213,14.6830,14.7660,14.9000,1.0000,379.0000,18369285.9786
F6917,903.8199,13.6490,13.7330,13.8330,1.0000,15.0000,1237939.2758
F6918,903.8474,15.9500,16.0000,16.0830,1.0000,33.0000,35266.1014
F6919,903.8820,13.3490,13.4330,13.4830,1.0000,8.0000,18869.0733
F6920,903.8895,15.3000,15.3330,15.3830,1.0000,8.0000,5083.4949
F6921,904.0621,10.1990,10.3320,10.4320,1.0000,9.0000,10311.4205
F6922,904.2978,5.5640,5.5970,5.6470,1.0000,2300.0000,7290.2493
F6923,904.3344,8.1310,8.1980,8.3150,1.0000,17.0000,13210.1610
F6924,904.5014,6.1470,6.2140,6.2640,1.0000,15.0000,10190.4883
F6925,904.5173,7.7650,7.8810,7.9810,1.0000,7.0000,20679.2995
F6926,904.5219,11.4320,11.4660,11.5320,1.0000,27.0000,6734.9619
F6927,904.5296,9.6320,9.6650,9.7150,1.0000,7.0000,9219.3581
F6928,904.5900,7.4310,7.5150,7.6150,1.0000,153.0000,232750.9468
F6929,904.6861,11.8320,11.9820,12.0490,1.0000,8.0000,44122.8222
F6930,904.7042,12.0320,12.0990,12.1320,1.0000,10504.0000,30692.7596
F6931,904.7143,12.0820,12.1990,12.2990,1.0000,38.0000,181145.1461
F6932,904.7332,13.5330,13.6490,13.7330,1.0000,11.0000,92560.2098
F6933,904.7446,13.9660,14.0500,14.1160,1.0000,181784.0000,916893.8945
F6934,904.7447,13.7330,13.8160,13.9660,1.0000,247801.0000,1852065.3125
F6935,904.7788,12.5490,12.6660,12.7160,1.0000,21.0000,87330.3627
F6936,904.7802,12.7160,12.7660,12.8330,1.0000,14.0000,60635.4008
F6937,904.8055,13.9330,14.0000,14.0330,1.0000,26418.0000,99570.1098
F6938,904.8245,14.2500,14.7830,15.2500,1.0000,755281.0000,8698089.6643
F6939,904.8229,12.3820,12.4490,12.4820,1.0000,2057.0000,7427.7467
F6940,904.8232,13.6660,13.7330,13.8160,1.0000,68632.0000,393219.3052
F6941,904.8249,11.7820,11.8320,11.8820,1.0000,5.0000,5422.2548
F6942,904.8319,14.1330,14.2000,14.2830,1.0000,318670.0000,1665531.8380
F6943,904.8338,15.3670,15.4670,15.5500,1.0000,1145664.0000,7547551.5260
F6944,904.8366,12.1320,12.1990,12.3160,1.0000,9.0000,23328.8865
F6945,904.8382,15.8000,15.9170,15.9500,1.0000,6821.0000,66911.7975
F6946,904.8913,13.4990,13.5660,13.6830,1.0000,9.0000,33600.1314
F6947,905.2930,7.5810,7.6650,7.7480,1.0000,215.0000,277165.4992
F6948,905.2966,5.5470,5.5970,5.6810,1.0000,16.0000,10014.9954
F6949,905.5076,7.7980,7.8810,7.9810,1.0000,17.0000,34449.2673
F6950,905.5284,7.9650,8.0150,8.0810,1.0000,12.0000,12168.3793
F6951,905.5305,8.0810,8.1480,8.2310,1.0000,15.0000,16886.0099
F6952,905.5594,7.2480,7.3810,7.4310,1.0000,4786.0000,25220.2614
F6953,905.5937,7.4310,7.5150,7.6310,1.0000,78.0000,126826.2976
F6954,905.6186,11.6160,11.6660,11.7160,1.0000,3626.0000,12042.0152
F6955,905.6712,12.0820,12.1160,12.1660,1.0000,58201.0000,144374.6172
F6956,905.7311,12.7330,12.7990,12.8660,1.0000,39.0000,48750.5918
F6957,905.7477,13.7500,13.9330,13.9660,2.0000,61767.0000,379211.3045
F6958,905.7560,14.4000,14.5580,14.5500,2.0000,55793.0000,503249.7780
F6959,905.7573,14.1660,14.2500,14.3000,1.0000,375733.0000,2278866.6837
F6960,905.7910,12.8660,12.9910,12.9990,2.0000,31.0000,192651.4340
F6961,905.8200,14.4160,14.5000,14.5830,1.0000,12.0000,511229.7958
F6962,905.8278,15.0500,15.1500,15.2330,1.0000,11.0000,479751.0912
F6963,905.8290,14.6830,14.7660,14.9000,1.0000,26.0000,1565091.0173
F6964,905.8349,15.2830,15.3670,15.3830,1.0000,10.0000,161013.6338
F6965,905.8351,14.1330,14.2000,14.3000,1.0000,13.0000,1117753.3055
F6966,905.8385,12.1320,12.1990,12.2990,1.0000,7.0000,21705.1337
F6967,905.8373,15.3670,15.4670,15.5500,1.0000,34.0000,4665330.2502
F6968,905.8633,16.7840,16.8840,16.9000,1.0000,22.0000,21256.9265
F6969,906.1520,11.9320,11.9820,12.0490,1.0000,54.0000,13798.4196
F6970,906.2591,12.2160,12.3490,12.4330,1.0000,33.0000,169348.7165
F6971,906.2602,12.0820,12.1490,12.2160,1.0000,6386.0000,3560292.8695
F6972,906.2933,7.5650,7.6650,7.7480,1.0000,271.0000,240020.4011
F6973,906.2940,5.8970,5.9310,5.9810,1.0000,24.0000,5659.7156
F6974,906.5381,7.9150,7.9480,7.9980,1.0000,4027.0000,9125.8137
F6975,906.5452,9.5320,9.6480,9.6820,1.0000,3536.0000,18688.8392
F6976,906.5518,10.2320,10.3320,10.4990,1.0000,26.0000,99140.6309
F6977,906.5598,7.1980,7.3480,7.4310,1.0000,9.0000,15586.6032
F6978,906.5969,7.4310,7.5150,7.6150,1.0000,35.0000,40557.7601
F6979,906.6748,12.0490,12.1160,12.1490,1.0000,30.0000,91526.4291
F6980,906.6973,13.5490,13.5990,13.6490,1.0000,8170.0000,38877.2148
F6981,906.7017,11.5660,11.6320,11.7160,1.0000,17.0000,55059.9688
F6982,906.7270,12.2820,12.3910,12.3990,2.0000,18.0000,46724.0691
F6983,906.7378,12.6830,12.7830,12.8990,1.0000,9.0000,41882.0867
F6984,906.7512,13.7330,13.9330,13.8830,2.0000,13832.0000,70014.9759
F6985,906.7589,14.5500,14.6160,14.6830,1.0000,17.0000,85465.2321
F6986,906.7583,14.1000,14.1500,14.1660,1.0000,9072.0000,23333.8227
F6987,906.7605,14.1660,14.2500,14.4000,1.0000,296.0000,2199766.0743
F6988,906.7945,12.7830,12.9490,13.1330,1.0000,32.0000,191036.8066
F6989,906.8323,15.0500,15.1330,15.2160,1.0000,34.0000,285651.2493
F6990,906.8370,14.0830,14.2000,14.2660,1.0000,17.0000,334849.7445
F6991,906.8403,15.3670,15.4670,15.5500,1.0000,164.0000,1641543.0129
F6992,906.8460,14.7330,14.8330,14.9160,1.0000,154842.0000,1020974.3843
F6993,906.8482,16.2170,16.3170,16.4170,1.0000,174.0000,975461.1254
F6994,906.8481,12.2990,12.3660,12.4330,1.0000,41.0000,126574.3094
F6995,906.8631,16.7840,16.9000,17.0500,1.0000,15.0000,36346.2465
F6996,906.8783,13.7990,13.8500,13.8830,1.0000,3716.0000,11405.5714
F6997,907.2591,12.2160,12.3490,12.4330,1.0000,35.0000,150417.0888
F6998,907.2611,12.0820,12.1490,12.2160,1.0000,5635.0000,2899753.1119
F6999,907.2714,4.9800,5.0310,5.0970,1.0000,173.0000,74373.8346
F7000,907.2724,4.8800,4.9470,4.9800,1.0000,110.0000,41283.8859
F7001,907.2923,7.5810,7.6650,7.7480,1.0000,262.0000,205494.0633
F7002,907.5284,7.6150,7.7150,7.8150,1.0000,18.0000,71535.4177
F7003,907.5303,6.4140,6.4230,6.6310,2.0000,23.0000,41814.7004
F7004,907.5419,7.7810,7.8310,7.8810,1.0000,9.0000,15805.6971
F7005,907.5556,10.1820,10.3490,10.4990,1.0000,23.0000,57332.6522
F7006,907.6121,8.1650,8.2150,8.3150,1.0000,11.0000,12366.2000
F7007,907.6318,11.8320,11.8820,11.9320,1.0000,15.0000,43534.8679
F7008,907.6401,11.9320,11.9990,12.0660,1.0000,9.0000,32201.0793
F7009,907.6614,12.0160,12.0490,12.0990,1.0000,3267.0000,11242.5690
F7010,907.6787,12.1990,12.2490,12.2990,1.0000,6.0000,13137.2410
F7011,907.6810,13.0490,13.1830,13.2990,1.0000,7.0000,41994.7747
F7012,907.6963,13.6660,13.6740,13.8500,2.0000,23.0000,70469.0324
F7013,907.7147,13.9000,14.0000,14.1660,1.0000,22064.0000,184368.6265
F7014,907.7335,12.3990,12.4490,12.4990,1.0000,6653.0000,27681.9191
F7015,907.7353,12.2990,12.3490,12.3990,1.0000,10468.0000,36919.4454
F7016,907.7413,12.7490,12.7990,12.8330,1.0000,3863.0000,13287.3024
F7017,907.7507,12.8330,12.9990,13.1660,1.0000,46.0000,373189.1033
F7018,907.7632,14.1160,14.2500,14.5160,1.0000,177.0000,792350.4758
F7019,907.7726,14.8000,14.7910,14.9330,2.0000,715.0000,1822300.8488
F7020,907.8015,13.0490,13.0830,13.1330,1.0000,14.0000,38645.9913
F7021,907.8354,11.9820,12.0160,12.0660,1.0000,5.0000,8947.0829
F7022,907.8362,15.0500,15.1330,15.2160,1.0000,14.0000,104274.8144
F7023,907.8392,14.1330,14.2000,14.2660,1.0000,16.0000,88368.9282
F7024,907.8438,15.3670,15.4670,15.5670,1.0000,28.0000,446113.2114
F7025,907.8491,14.7500,14.8330,14.9330,1.0000,73.0000,611951.6981
F7026,907.8491,12.4330,12.4820,12.5490,1.0000,21.0000,44870.2385
F7027,907.8515,16.2170,16.3170,16.4170,1.0000,40.0000,617011.5024
F7028,907.8511,12.2990,12.3660,12.4330,1.0000,43.0000,82065.7486
F7029,907.8688,16.8500,16.9000,16.9340,1.0000,2446.0000,6792.2324
F7030,907.8850,13.7830,13.8330,13.8830,1.0000,9.0000,7489.6975
F7031,908.2380,9.8820,9.9990,10.0820,3.0000,200.0000,760706.6720
F7032,908.2587,12.0990,12.2490,12.2160,2.0000,4397.0000,2647208.6660
F7033,908.2735,4.9800,4.9890,5.1140,2.0000,169.0000,63738.4246
F7034,908.2741,11.3820,11.4490,11.5160,1.0000,244.0000,41712.3768
F7035,908.2924,7.5650,7.6650,7.7480,1.0000,19203.0000,108786.5097
F7036,908.5097,8.7150,8.7480,8.7980,1.0000,21.0000,5056.5532
F7037,908.5350,7.6150,7.6980,7.7980,1.0000,8.0000,39796.4032
F7038,908.5385,6.3140,6.4390,6.4140,2.0000,6.0000,12563.1264
F7039,908.5757,11.5160,11.5990,11.6990,1.0000,4851.0000,31798.8239
F7040,908.6456,12.0490,12.1160,12.1820,1.0000,63.0000,153832.0795
F7041,908.7174,13.9160,14.0000,14.1000,1.0000,14158.0000,103215.7968
F7042,908.7213,11.8990,11.9660,12.0320,1.0000,21558.0000,65846.3130
F7043,908.7371,12.6660,12.7160,12.7830,1.0000,3572.0000,19177.6738
F7044,908.7362,5.5640,5.6140,5.6640,1.0000,6.0000,6967.3986
F7045,908.7546,12.8490,12.9990,13.2660,1.0000,49.0000,246103.1766
F7046,908.7662,14.1330,14.2660,14.4330,1.0000,28.0000,173507.6802
F7047,908.7758,14.8000,14.7910,14.9500,2.0000,766.0000,1207930.8454
F7048,908.8004,14.5500,14.5830,14.6330,1.0000,3450.0000,12898.5729
F7049,908.8078,13.0660,13.0990,13.1660,1.0000,9.0000,30403.0221
F7050,908.8429,14.0830,14.2000,14.2660,1.0000,12.0000,23865.3407
F7051,908.8507,14.7660,14.8330,14.9330,1.0000,95.0000,208313.3854
F7052,908.8501,15.3830,15.4830,15.6000,1.0000,12.0000,120623.0448
F7053,908.8546,16.2330,16.3170,16.4170,1.0000,29.0000,214042.7112
F7054,908.8528,12.3160,12.3660,12.4330,1.0000,14.0000,30804.0959
F7055,908.8643,17.2840,17.4000,17.4840,1.0000,21.0000,130905.5194
F7056,909.2389,9.8820,9.9990,10.0990,3.0000,161.0000,671338.9987
F7057,909.2592,12.0820,12.2570,12.2160,2.0000,4996.0000,1474955.6152
F7058,909.2714,4.9800,4.9890,5.0970,2.0000,118.0000,54849.7551
F7059,909.2751,11.3820,11.4490,11.5160,1.0000,124.0000,37750.8245
F7060,909.2903,7.5650,7.6650,7.7480,1.0000,150.0000,56559.6791
F7061,909.5383,10.2150,10.3490,10.4650,1.0000,25.0000,50228.5116
F7062,909.5458,7.4310,7.5150,7.6310,1.0000,123.0000,488668.0299
