Feature_ID,mz,RT,RTmin,RTmax,parent_masstrack_id,peak_area,cSelectivity,goodness_fitting,snr,detection_counts,SERUM-1_copy_P1-E4_1_step1_1
F1867,835.6601,4.954,4.853,5.055,5315,2436456,1.0,0.99,190,1,2461456
F1868,813.8307,4.92,4.886,4.979,5037,123073,1.0,0.94,20,1,135077
F1869,790.4959,2.79,2.748,2.849,4727,25113,1.0,0.96,5,1,36964
F1870,790.4959,3.446,3.346,3.514,4727,62863,1.0,0.8,5,1,84403
F1871,835.6777,1.619,1.535,1.712,5316,195986,1.0,1.0,17,1,220157
F1872,761.4756,4.676,4.609,4.777,4432,130592,1.0,0.92,12,1,152744
F1873,761.4756,5.299,5.198,5.4,4432,95394,0.72,0.79,6,1,120535
F1874,814.5296,2.663,2.605,2.731,5040,71568,1.0,0.91,8,1,89103
F1875,814.5296,2.764,2.731,2.857,5040,45361,1.0,0.83,6,1,57274
F1876,790.5276,2.764,2.739,2.832,4729,107849,1.0,0.94,18,1,129910
F1877,835.7497,4.516,4.491,4.55,5318,45243,1.0,0.95,8,1,61183
F1878,761.5085,4.676,4.609,4.769,4433,177389,1.0,0.96,16,1,198153
F1879,836.2313,1.543,1.468,1.619,5319,389431,1.0,0.96,41,1,412952
F1880,761.5201,1.586,1.552,1.644,4434,44897,0.91,0.94,4,1,57343
F1881,761.5201,2.706,2.638,2.781,4434,51718,0.76,0.93,3,1,72041
F1882,814.5682,2.697,2.596,2.798,5042,370539,1.0,0.99,13,1,397272
F1883,814.5682,4.491,4.432,4.516,5042,33789,0.89,0.86,5,1,46254
F1884,761.5365,4.676,4.634,4.726,4435,103499,1.0,1.0,16,1,111817
F1885,790.5683,1.535,1.434,1.611,4730,1102045,1.0,0.99,6,1,1255566
F1886,790.5683,2.706,2.605,2.806,4730,1238882,1.0,1.0,8,1,1408370
F1887,790.5683,4.541,4.44,4.583,4730,448879,1.0,0.96,6,1,589226
F1888,814.587,1.518,1.484,1.552,5043,28510,0.71,0.93,6,1,37514
F1889,761.5624,1.695,1.594,1.788,4437,124426,1.0,0.91,9,1,148305
F1890,836.5883,1.586,1.484,1.686,5321,461014,0.74,0.99,4,1,526901
F1891,814.5963,1.569,1.468,1.67,5044,256525,1.0,0.79,18,1,279346
F1892,761.6376,4.684,4.583,4.786,4440,1050823,1.0,0.95,90,1,1089221
F1893,761.6376,5.013,4.912,5.114,4440,340257,1.0,0.99,21,1,364883
F1894,790.5837,1.695,1.602,1.796,4731,1479621,1.0,0.96,94,1,1509076
F1895,790.5837,1.956,1.914,2.015,4731,192664,0.89,0.93,26,1,205671
F1896,836.5998,1.678,1.644,1.712,5322,19913,0.8,0.91,5,1,28916
F1897,836.5998,4.726,4.701,4.769,5322,41876,1.0,0.99,7,1,53967
F1898,814.682,4.92,4.819,5.021,5046,5165242,1.0,0.92,395,1,5190242
F1899,761.7312,4.642,4.626,4.676,4443,74329,1.0,0.86,16,1,81333
F1900,761.7312,4.718,4.676,4.769,4443,291892,1.0,0.98,47,1,303896
F1901,814.6942,1.628,1.526,1.703,5047,97879,1.0,0.98,9,1,121489
F1902,762.2112,1.543,1.468,1.619,4444,272846,1.0,0.95,34,1,296572
F1903,836.61,4.525,4.423,4.626,5323,4332879,1.0,0.99,282,1,4357879
F1904,814.7384,4.92,4.844,5.021,5048,253713,1.0,0.73,25,1,276564
F1905,836.621,1.501,1.459,1.543,5324,19642,0.74,0.92,5,1,30228
F1906,762.4817,2.714,2.655,2.739,4447,30967,1.0,0.77,5,1,42562
F1907,762.4817,3.396,3.312,3.455,4447,50598,1.0,0.73,6,1,70995
F1908,762.4817,4.693,4.626,4.752,4447,56681,1.0,1.0,6,1,73431
F1909,762.5034,2.748,2.672,2.849,4448,113110,1.0,0.92,10,1,137092
F1910,762.5034,4.71,4.626,4.735,4448,49633,1.0,0.77,5,1,63990
F1911,815.5453,3.75,3.649,3.851,5054,5352134,1.0,0.99,300,1,5377134
F1912,836.6649,4.525,4.457,4.6,5325,293850,0.97,0.73,26,1,311850
F1913,836.6649,4.954,4.853,5.055,5325,1254075,1.0,0.98,104,1,1279075
F1914,790.6746,1.493,1.451,1.535,4736,19498,0.87,0.9,5,1,28430
F1915,790.6746,4.676,4.583,4.76,4736,89056,0.92,0.86,6,1,112193
F1916,790.6746,4.962,4.861,5.063,4736,179076,1.0,0.98,10,1,205681
F1917,762.5313,2.714,2.613,2.815,4449,171955,1.0,0.97,11,1,197994
F1918,762.5313,4.684,4.642,4.743,4449,48908,0.97,0.93,7,1,60306
F1919,836.7251,4.979,4.912,5.038,5327,45980,1.0,0.87,6,1,62833
F1920,790.9814,1.594,1.535,1.636,4742,42525,0.83,0.94,5,1,57653
F1921,836.7611,1.501,1.442,1.577,5329,42223,0.95,0.91,5,1,58748
F1922,836.7611,4.516,4.482,4.558,5329,49412,1.0,0.75,7,1,66501
F1923,762.5799,1.931,1.83,2.006,4451,255066,1.0,0.96,21,1,278854
F1924,791.0483,3.202,3.11,3.253,4744,76155,1.0,0.72,8,1,96841
F1925,762.5887,4.693,4.592,4.794,4452,7330046,1.0,0.99,528,1,7355046
F1926,762.6412,4.701,4.6,4.802,4453,347758,1.0,0.85,28,1,373517
F1927,837.5582,3.893,3.792,3.994,5330,4150353,1.0,0.99,191,1,4175353
F1928,791.5522,3.177,3.11,3.236,4751,52950,1.0,0.8,6,1,70557
F1929,815.5982,3.75,3.741,3.8,5057,72047,0.71,0.8,13,1,66092
F1930,763.2085,1.543,1.501,1.594,4456,90563,1.0,0.98,13,1,102892
F1931,763.5123,3.497,3.463,3.598,4457,163124,1.0,0.82,16,1,181381
F1932,815.6065,3.708,3.666,3.783,5058,190491,1.0,0.82,22,1,193317
F1933,815.6065,3.8,3.783,3.834,5058,48941,1.0,0.81,9,1,69271
F1934,815.6065,4.735,4.693,4.777,5058,23181,0.92,0.84,6,1,34185
F1935,791.5697,1.535,1.434,1.602,4752,405095,1.0,0.97,7,1,463432
F1936,791.5697,2.697,2.596,2.798,4752,604367,1.0,1.0,13,1,674827
F1937,791.5697,4.55,4.449,4.6,4752,299792,1.0,0.95,10,1,351722
F1938,815.63,4.6,4.507,4.701,5060,903096,1.0,0.97,46,1,945368
F1939,837.6135,1.569,1.468,1.636,5332,389173,0.84,0.88,19,1,410173
F1940,837.6135,4.516,4.415,4.617,5332,2008514,1.0,0.99,69,1,2033514
F1941,815.6459,1.552,1.484,1.653,5061,56660,1.0,0.8,4,1,80150
F1942,763.5243,3.303,3.202,3.404,4458,3544280,1.0,0.99,193,1,3569280
F1943,763.5243,4.92,4.87,4.979,4458,43342,0.71,0.9,6,1,57342
F1944,791.5878,1.695,1.594,1.796,4753,758122,1.0,0.99,28,1,799372
F1945,791.5878,1.981,1.88,2.04,4753,159554,0.9,0.8,7,1,180779
F1946,791.5878,4.592,4.566,4.626,4753,40205,0.84,0.85,7,1,48209
F1947,791.6034,4.634,4.55,4.735,4754,315363,1.0,0.82,24,1,336124
F1948,763.58,3.312,3.228,3.371,4460,191861,1.0,0.96,18,1,211186
F1949,815.6948,4.912,4.811,5.013,5064,4653591,1.0,0.95,225,1,4678591
F1950,763.5919,4.684,4.583,4.786,4461,1555942,1.0,0.99,105,1,1580942
F1951,837.6667,1.594,1.493,1.695,5335,113494,0.79,0.98,8,1,140127
F1952,837.6667,4.954,4.853,5.055,5335,1099691,1.0,0.99,77,1,1129835
F1953,763.7242,1.552,1.51,1.619,4462,50268,1.0,0.77,6,1,61751
F1954,815.7478,4.929,4.828,5.03,5066,304024,1.0,0.96,24,1,329266
F1955,816.0496,3.758,3.657,3.859,5067,4739187,1.0,0.99,303,1,4764187
F1956,764.0263,3.295,3.194,3.396,4463,2832748,1.0,0.99,197,1,2857748
F1957,838.0618,3.876,3.775,3.977,5341,3622181,1.0,0.99,242,1,3647181
F1958,838.5056,4.735,4.693,4.794,5342,37741,1.0,0.97,5,1,51313
F1959,792.5468,2.773,2.748,2.849,4759,75950,1.0,0.78,6,1,97030
F1960,838.5311,3.202,3.135,3.27,5344,58186,1.0,0.93,6,1,76669
F1961,764.5304,1.552,1.451,1.653,4464,497057,0.96,0.98,4,1,598000
F1962,764.5304,2.714,2.613,2.806,4464,477434,0.98,0.83,5,1,564682
F1963,764.5304,3.303,3.202,3.404,4464,1455217,1.0,0.99,13,1,1562658
F1964,838.5525,4.718,4.626,4.76,5346,64823,1.0,0.73,6,1,85645
F1965,792.5611,1.543,1.442,1.644,4760,438468,1.0,0.98,15,1,462609
F1966,838.5634,3.901,3.8,4.002,5347,2016757,1.0,0.98,134,1,2041757
F1967,764.5516,2.722,2.621,2.823,4465,816372,1.0,0.96,52,1,853437
F1968,764.5516,4.558,4.474,4.592,4465,68988,0.9,0.8,8,1,85440
F1969,816.5492,3.775,3.674,3.876,5070,2504308,1.0,0.98,159,1,2529308
F1970,764.5645,1.535,1.459,1.577,4466,75289,1.0,0.85,8,1,95227
F1971,764.5645,4.583,4.558,4.617,4466,24765,1.0,0.82,6,1,32768
F1972,764.5744,4.676,4.575,4.777,4467,1233056,1.0,0.97,86,1,1264664
F1973,838.6192,1.586,1.484,1.686,5351,161432,0.81,0.86,10,1,186432
F1974,838.6192,4.533,4.432,4.634,5351,1725363,1.0,0.99,121,1,1750363
F1975,792.6016,4.71,4.676,4.743,4763,150503,1.0,0.98,31,1,159507
F1976,816.5836,2.689,2.588,2.79,5071,730775,1.0,0.99,4,1,795770
F1977,816.5836,4.525,4.423,4.558,5071,396504,1.0,0.75,4,1,440076
F1978,838.6447,1.594,1.493,1.686,5352,78497,1.0,0.93,5,1,103573
F1979,764.5925,1.543,1.459,1.644,4468,86961,0.97,0.93,6,1,110074
F1980,764.5925,3.346,3.295,3.421,4468,36366,0.83,0.73,5,1,49178
F1981,764.5925,4.743,4.718,4.844,4468,102359,1.0,0.89,14,1,124500
F1982,792.6135,4.752,4.718,4.794,4764,124018,1.0,1.0,24,1,132261
F1983,838.6784,4.516,4.44,4.6,5353,107413,0.92,0.89,9,1,128052
F1984,838.6784,4.946,4.844,5.046,5353,496646,1.0,0.99,36,1,523642
F1985,816.5943,4.558,4.525,4.592,5072,121705,1.0,0.96,18,1,130709
F1986,765.0277,3.303,3.219,3.404,4470,473542,1.0,0.87,35,1,501643
F1987,839.0652,3.884,3.783,3.986,5354,585539,1.0,0.73,47,1,621103
F1988,792.643,2.722,2.638,2.764,4765,69654,1.0,0.81,8,1,83134
F1989,792.643,4.575,4.507,4.617,4765,104815,1.0,0.98,14,1,114220
F1990,792.643,4.651,4.617,4.676,4765,41504,1.0,0.94,9,1,54943
F1991,839.6155,1.594,1.543,1.695,5359,133868,0.82,0.76,12,1,151229
F1992,816.6097,3.75,3.716,3.809,5073,58583,1.0,0.94,9,1,64290
F1993,816.6097,3.834,3.809,3.859,5073,19119,0.9,0.88,5,1,25890
F1994,816.6097,4.802,4.769,4.844,5073,37025,1.0,0.87,9,1,45165
F1995,792.6681,1.619,1.577,1.72,4767,90405,1.0,0.98,9,1,111700
F1996,765.5285,1.543,1.442,1.644,4471,284613,1.0,0.99,4,1,357602
F1997,765.5285,2.722,2.621,2.823,4471,420990,1.0,0.99,6,1,495159
F1998,765.5285,3.286,3.186,3.388,4471,180383,0.95,0.97,3,1,253749
F1999,816.6189,4.726,4.626,4.786,5074,5707697,1.0,0.76,454,1,5727697
F2000,792.6858,1.493,1.417,1.594,4768,163513,1.0,0.91,11,1,189294
F2001,839.6294,1.56,1.476,1.661,5360,77493,0.82,0.75,6,1,101670
F2002,839.6294,4.533,4.432,4.634,5360,788792,1.0,1.0,56,1,816213
F2003,765.5541,2.731,2.638,2.823,4472,419121,1.0,0.98,34,1,447595
F2004,765.5541,4.558,4.516,4.6,4472,18932,0.93,0.93,5,1,29935
F2005,839.686,4.946,4.844,5.046,5362,184081,1.0,0.88,13,1,210067
F2006,816.632,1.88,1.779,1.981,5075,212354,1.0,0.99,9,1,238925
F2007,816.632,4.55,4.449,4.583,5075,144220,1.0,0.92,15,1,161515
F2008,840.5395,3.901,3.8,4.002,5364,233459,1.0,0.99,16,1,259423
F2009,765.5715,4.651,4.558,4.752,4473,500536,1.0,0.91,37,1,529319
F2010,816.6751,4.726,4.634,4.794,5077,363578,1.0,0.95,30,1,378554
F2011,840.5556,4.701,4.6,4.802,5365,644258,1.0,0.99,37,1,674267
F2012,765.7394,1.552,1.484,1.619,4475,118091,1.0,0.96,13,1,133059
F2013,766.0019,3.312,3.228,3.396,4476,129142,1.0,0.86,12,1,153157
F2014,793.5333,3.632,3.531,3.733,4770,7365694,1.0,0.99,256,1,7405664
F2015,816.6972,4.912,4.811,5.013,5078,2133623,1.0,0.95,157,1,2158623
F2016,766.5065,3.303,3.202,3.396,4477,112810,1.0,0.91,10,1,135450
F2017,840.6351,4.566,4.507,4.668,5367,2489774,1.0,0.86,200,1,2509774
F2018,816.7531,4.912,4.836,4.996,5080,112794,1.0,0.91,10,1,131335
F2019,841.5225,2.057,1.965,2.158,5369,214782,1.0,1.0,16,1,240044
F2020,841.5225,6.066,5.99,6.166,5369,74068,1.0,0.93,5,1,96952
F2021,793.5477,2.663,2.571,2.697,4771,129900,1.0,0.95,14,1,145651
F2022,793.5477,2.764,2.731,2.857,4771,56102,1.0,0.81,6,1,71333
F2023,793.5477,3.8,3.766,3.842,4771,34551,1.0,0.71,5,1,47444
F2024,766.5682,2.748,2.646,2.849,4479,532573,1.0,0.99,36,1,557573
F2025,766.5682,4.566,4.466,4.659,4479,3737891,1.0,0.98,273,1,3761891
F2026,817.0521,3.758,3.657,3.859,5083,891990,1.0,0.92,63,1,916733
F2027,841.5573,4.71,4.609,4.811,5371,407526,1.0,1.0,26,1,436079
F2028,766.5788,4.684,4.651,4.777,4480,545665,1.0,0.91,64,1,560732
F2029,841.6215,4.566,4.491,4.668,5374,1432797,1.0,0.95,113,1,1454797
F2030,793.5896,2.706,2.605,2.806,4772,771880,1.0,1.0,51,1,803347
F2031,793.5896,3.632,3.531,3.724,4772,467319,0.98,0.98,29,1,496832
F2032,793.5896,4.575,4.474,4.676,4772,1333095,1.0,0.98,78,1,1367916
F2033,766.6247,4.575,4.482,4.676,4482,283487,1.0,0.94,20,1,310856
F2034,766.652,1.611,1.56,1.644,4483,50186,1.0,0.97,9,1,59194
F2035,841.7094,4.895,4.819,4.979,5378,64648,1.0,0.71,7,1,86978
F2036,793.6233,4.718,4.676,4.802,4773,118882,1.0,0.94,14,1,134881
F2037,794.0367,3.623,3.522,3.724,4774,6076722,1.0,0.99,416,1,6101722
F2038,842.5191,2.066,1.981,2.15,5379,92733,1.0,0.99,8,1,114507
F2039,842.5191,3.901,3.8,4.002,5379,139939,1.0,0.99,9,1,166862
F2040,767.5735,4.558,4.457,4.617,4487,1564857,1.0,0.99,140,1,1584857
F2041,794.093,3.623,3.564,3.724,4775,279286,1.0,0.77,22,1,304651
F2042,767.6305,4.634,4.566,4.718,4489,55010,1.0,0.77,7,1,76811
F2043,794.507,2.689,2.605,2.79,4776,147532,1.0,0.94,9,1,171671
F2044,794.507,3.076,2.992,3.177,4776,95344,1.0,0.98,8,1,118830
F2045,842.5664,3.623,3.522,3.724,5381,321395,1.0,0.99,16,1,353058
F2046,842.5664,4.71,4.609,4.811,5381,347089,1.0,0.99,14,1,380897
F2047,768.4834,2.722,2.63,2.823,4491,127294,1.0,0.95,9,1,152550
F2048,842.5793,4.76,4.726,4.802,5382,21741,1.0,0.85,5,1,33721
F2049,794.5372,3.64,3.539,3.741,4777,3072808,1.0,0.99,121,1,3111475
F2050,768.5355,1.543,1.459,1.602,4492,133842,1.0,0.98,14,1,148909
F2051,768.5355,1.897,1.796,1.998,4492,172141,0.89,0.94,10,1,197432
F2052,768.5355,3.076,2.975,3.177,4492,144218,0.87,0.98,10,1,169542
F2053,842.6342,4.6,4.499,4.701,5385,1499231,0.95,0.97,90,1,1533265
F2054,843.0171,3.893,3.8,3.994,5388,87830,1.0,0.95,8,1,112419
F2055,768.549,2.706,2.605,2.806,4493,1734830,1.0,0.98,111,1,1759830
F2056,843.0728,3.615,3.539,3.716,5389,174504,1.0,0.72,18,1,192707
F2057,768.5708,1.586,1.484,1.686,4494,98665,0.8,0.71,7,1,124674
F2058,768.5708,4.499,4.466,4.533,4494,28585,0.8,0.92,7,1,37588
F2059,843.5208,3.893,3.826,3.977,5390,56054,0.75,0.98,5,1,76386
F2060,794.5918,1.569,1.501,1.611,4780,40503,0.9,0.83,6,1,55157
F2061,794.5918,2.731,2.63,2.79,4780,324014,1.0,0.96,26,1,342560
F2062,794.5918,3.623,3.556,3.716,4780,130180,1.0,0.89,13,1,147107
F2063,843.557,4.71,4.676,4.752,5391,28747,1.0,0.81,6,1,42733
F2064,768.5856,2.773,2.714,2.874,4495,511792,0.83,0.81,43,1,531792
F2065,768.5856,4.626,4.525,4.726,4495,6131644,1.0,0.98,426,1,6156644
F2066,817.5584,1.619,1.586,1.72,5086,232112,0.91,0.71,9,1,246265
F2067,817.5584,3.766,3.666,3.868,5086,447170,1.0,0.99,12,1,473271
F2068,794.6016,4.583,4.482,4.684,4781,6732972,1.0,0.98,471,1,6757972
F2069,843.6363,4.609,4.507,4.71,5394,723659,1.0,0.95,44,1,747986
F2070,768.6226,4.583,4.516,4.626,4496,83388,0.9,0.83,11,1,86644
F2071,843.7227,1.493,1.426,1.594,5396,98664,1.0,0.89,8,1,123590
F2072,768.7299,4.634,4.6,4.726,4498,129944,1.0,0.93,13,1,143606
F2073,794.6462,1.619,1.518,1.712,4782,133069,1.0,0.98,11,1,157976
F2074,794.6462,3.623,3.59,3.666,4782,24809,0.82,0.85,5,1,36130
F2075,794.6462,4.55,4.457,4.651,4782,366302,1.0,0.9,27,1,397262
F2076,844.0788,3.598,3.497,3.699,5397,314866,1.0,0.94,21,1,341283
F2077,844.5229,4.541,4.466,4.634,5398,260154,1.0,0.96,25,1,283422
F2078,769.0372,3.068,3.026,3.11,4499,47204,1.0,0.95,8,1,54137
F2079,769.0372,3.135,3.11,3.16,4499,25692,1.0,1.0,6,1,36575
F2080,795.0394,3.632,3.531,3.733,4785,964361,1.0,0.87,71,1,992975
F2081,769.5381,1.543,1.468,1.636,4503,90987,0.92,0.97,8,1,114980
F2082,769.5381,3.093,2.992,3.186,4503,75863,0.74,0.86,6,1,100353
F2083,795.5057,2.68,2.579,2.781,4786,112048,1.0,0.99,8,1,138580
F2084,769.5527,1.586,1.552,1.619,4504,22360,0.77,0.91,5,1,28420
F2085,769.5527,2.714,2.613,2.815,4504,842598,1.0,0.99,55,1,872690
F2086,769.5527,4.71,4.642,4.802,4504,215666,0.97,0.97,20,1,235375
F2087,844.5788,3.598,3.497,3.699,5402,202603,1.0,1.0,10,1,229374
F2088,795.5401,1.67,1.594,1.771,4788,167554,1.0,0.89,13,1,188022
F2089,795.5401,3.64,3.539,3.741,4788,375863,1.0,0.99,23,1,402097
F2090,795.5595,4.693,4.659,4.769,4789,56996,0.9,0.86,8,1,70524
F2091,844.6066,1.779,1.678,1.88,5404,91351,1.0,0.96,6,1,119493
F2092,769.5953,2.756,2.714,2.857,4505,252933,0.88,0.97,23,1,270933
F2093,769.5953,4.634,4.533,4.735,4505,2909245,1.0,0.98,199,1,2934245
F2094,844.6167,4.499,4.423,4.525,5405,44223,1.0,0.76,6,1,59366
F2095,770.0521,4.684,4.626,4.769,4506,171857,1.0,0.87,16,1,191047
F2096,844.6447,4.617,4.516,4.71,5406,2745300,0.86,0.93,177,1,2769300
F2097,770.5087,2.706,2.613,2.806,4507,296791,1.0,0.99,20,1,322858
F2098,795.5936,2.722,2.663,2.764,4791,65298,1.0,0.99,9,1,79267
F2099,844.7339,1.493,1.417,1.594,5409,913087,1.0,0.88,62,1,940718
F2100,795.6096,4.575,4.474,4.676,4792,3338270,1.0,0.99,225,1,3363270
F2101,795.6096,4.996,4.895,5.072,4792,173099,0.73,0.93,15,1,195099
F2102,770.5594,2.731,2.63,2.832,4509,358106,1.0,0.98,23,1,380344
F2103,770.5594,4.701,4.668,4.802,4509,319542,1.0,0.95,38,1,337444
F2104,817.5802,2.756,2.722,2.857,5087,82713,0.81,0.78,4,1,96304
F2105,795.6612,4.558,4.491,4.651,4793,165341,1.0,0.96,16,1,189379
F2106,845.5012,5.089,4.996,5.19,5416,460227,1.0,0.99,35,1,488900
F2107,770.5994,4.684,4.583,4.786,4510,2832587,1.0,0.99,169,1,2857587
F2108,795.6834,1.636,1.552,1.703,4794,70000,1.0,0.99,6,1,89095
F2109,771.5064,2.722,2.621,2.823,4513,151104,1.0,0.97,10,1,177377
F2110,796.0115,3.623,3.531,3.666,4795,219750,1.0,0.91,27,1,242892
F2111,796.0115,3.708,3.666,3.75,4795,81347,1.0,0.91,13,1,83981
F2112,796.0672,4.617,4.541,4.718,4796,80407,1.0,0.8,7,1,103932
F2113,771.5213,3.497,3.396,3.598,4514,8955082,1.0,0.99,318,1,8984436
F2114,845.5401,4.533,4.474,4.634,5417,111207,0.76,0.88,4,1,160141
F2115,845.5401,8.566,8.078,9.602,5417,977845,0.8,0.71,3,1,1425209
F2116,796.5138,2.68,2.579,2.781,4797,353580,0.95,0.98,23,1,379952
F2117,796.5138,3.421,3.337,3.514,4797,70191,0.76,0.97,5,1,92228
F2118,796.5138,3.623,3.522,3.724,4797,356970,0.95,0.99,21,1,384180
F2119,796.5138,4.726,4.626,4.828,4797,1282909,1.0,0.97,87,1,1319019
F2120,845.5891,1.56,1.468,1.661,5418,97802,1.0,0.97,3,1,142838
F2121,771.5779,3.506,3.404,3.606,4516,544937,1.0,0.99,38,1,566797
F2122,845.6151,1.543,1.476,1.644,5420,56026,0.86,0.76,5,1,78165
F2123,845.6151,4.507,4.457,4.533,5420,28066,0.88,0.91,5,1,40164
F2124,771.6034,4.684,4.583,4.786,4517,1205994,1.0,0.99,72,1,1239828
F2125,845.6546,4.617,4.516,4.718,5422,1482299,0.9,0.94,90,1,1511297
F2126,845.7377,1.501,1.417,1.602,5424,574479,1.0,0.91,37,1,602625
F2127,771.6369,1.586,1.569,1.611,4518,20237,1.0,0.95,5,1,27703
F2128,771.6369,1.653,1.611,1.686,4518,53564,1.0,0.99,11,1,63478
F2129,771.6369,3.219,3.143,3.27,4518,58214,1.0,0.95,6,1,76225
F2130,771.6369,4.996,4.895,5.072,4518,99747,1.0,0.96,7,1,124634
F2131,846.5035,5.089,5.004,5.173,5425,177142,1.0,0.98,16,1,199020
F2132,796.6356,1.569,1.468,1.67,4802,71328,1.0,0.76,6,1,96941
F2133,796.6356,4.988,4.912,5.072,4802,75837,1.0,0.98,6,1,97703
F2134,771.6652,3.506,3.421,3.548,4519,160840,1.0,0.82,17,1,152001
F2135,846.5321,4.541,4.449,4.626,5426,219436,1.0,0.99,18,1,245850
F2136,796.6748,1.628,1.526,1.695,4803,65313,0.82,0.86,5,1,87542
F2137,796.6748,4.6,4.499,4.642,4803,125158,0.75,0.86,11,1,140198
F2138,772.0238,3.506,3.404,3.606,4520,7448302,1.0,0.99,507,1,7473302
F2139,796.7567,4.609,4.541,4.684,4806,85203,1.0,0.92,8,1,106192
F2140,772.5232,2.689,2.588,2.79,4523,627000,0.87,0.95,16,1,652000
F2141,772.5232,3.497,3.396,3.598,4523,3564934,1.0,0.99,179,1,3589934
F2142,797.0073,3.632,3.539,3.733,4807,147880,1.0,0.88,12,1,172156
F2143,772.531,1.586,1.484,1.628,4524,64633,1.0,0.82,6,1,83733
F2144,817.5933,1.535,1.434,1.636,5088,1756975,1.0,0.98,30,1,1781975
F2145,817.5933,2.697,2.621,2.731,5088,281326,0.78,0.76,5,1,295326
F2146,797.4953,1.998,1.906,2.099,4808,172277,1.0,1.0,13,1,197902
F2147,797.4953,5.771,5.729,5.804,4808,27490,0.78,0.92,5,1,34084
F2148,797.523,2.68,2.588,2.781,4810,162804,0.92,0.98,11,1,187759
F2149,797.523,3.632,3.59,3.708,4810,43185,0.89,0.91,5,1,57665
F2150,797.523,4.726,4.626,4.828,4810,629124,1.0,0.96,43,1,656790
F2151,772.5747,1.636,1.535,1.737,4526,2665741,1.0,0.97,189,1,2690741
F2152,772.5747,4.651,4.55,4.752,4526,2519019,1.0,0.99,169,1,2544019
F2153,846.5936,1.586,1.56,1.628,5429,29740,0.93,0.84,5,1,42720
F2154,846.5936,4.525,4.474,4.55,5429,28474,0.93,0.96,5,1,40631
F2155,797.5707,1.543,1.476,1.611,4814,52711,0.79,0.96,5,1,69502
F2156,772.6044,1.872,1.771,1.914,4527,92628,0.89,0.81,9,1,108908
F2157,846.6072,1.628,1.586,1.729,5430,64711,0.85,0.86,5,1,82989
F2158,846.6072,2.706,2.63,2.798,5430,74055,0.86,0.99,4,1,95365
F2159,797.5837,4.566,4.466,4.609,4815,335586,1.0,0.79,35,1,355028
F2160,772.6124,4.684,4.583,4.786,4528,1324407,1.0,0.94,92,1,1361936
F2161,846.6292,1.586,1.484,1.628,5431,48921,0.75,0.73,5,1,68096
F2162,846.6292,4.516,4.415,4.55,5431,131685,1.0,0.89,14,1,149181
F2163,797.6175,4.592,4.541,4.693,4816,1401979,1.0,0.78,109,1,1420979
F2164,817.6213,4.743,4.642,4.836,5090,2745420,1.0,0.9,167,1,2769420
F2165,797.6475,4.946,4.895,5.046,4817,106385,1.0,0.86,8,1,125375
F2166,846.6468,4.55,4.525,4.583,5432,31245,1.0,0.84,7,1,39249
F2167,772.6347,1.628,1.543,1.695,4529,176186,1.0,0.98,18,1,201024
F2168,817.635,1.872,1.771,1.973,5091,106065,1.0,0.96,7,1,130530
F2169,817.635,4.558,4.466,4.583,5091,60560,1.0,0.87,8,1,79169
F2170,846.6608,4.617,4.541,4.718,5433,643367,0.9,0.79,43,1,665097
F2171,773.0258,3.506,3.404,3.606,4530,1251600,1.0,0.99,86,1,1273098
F2172,798.4898,3.623,3.539,3.724,4820,178779,1.0,0.98,13,1,205236
F2173,817.6469,1.535,1.518,1.569,5092,20243,0.9,0.89,5,1,28627
F2174,817.6469,4.575,4.541,4.6,5092,31426,1.0,0.96,7,1,35904
F2175,798.5023,1.998,1.922,2.066,4821,64819,1.0,0.97,6,1,84649
F2176,773.5826,1.636,1.535,1.737,4536,1194224,1.0,0.98,83,1,1224874
F2177,773.5826,4.659,4.558,4.76,4536,1256387,1.0,0.99,81,1,1280687
F2178,817.6736,4.735,4.634,4.802,5094,147807,1.0,0.77,14,1,168421
F2179,798.5344,2.672,2.571,2.773,4823,311366,0.97,0.98,21,1,335008
F2180,798.5344,4.726,4.626,4.828,4823,595385,1.0,0.97,41,1,622915
F2181,817.7016,4.912,4.811,5.013,5095,638399,1.0,0.96,46,1,667059
F2182,798.547,3.379,3.278,3.48,4824,412575,1.0,0.98,28,1,439669
F2183,798.547,4.617,4.583,4.659,4824,20779,0.88,0.89,6,1,30781
F2184,773.6246,1.594,1.526,1.628,4537,35607,0.73,0.85,5,1,47218
F2185,773.6246,1.695,1.661,1.746,4537,32973,0.74,0.86,5,1,42644
F2186,773.6246,1.83,1.746,1.914,4537,65085,0.75,0.81,6,1,85781
F2187,773.6246,4.693,4.6,4.777,4537,599534,1.0,0.98,42,1,627060
F2188,773.6246,4.979,4.878,5.08,4537,566798,1.0,0.99,35,1,595555
F2189,818.025,3.758,3.657,3.851,5098,281926,1.0,0.94,22,1,309546
F2190,774.001,3.506,3.413,3.606,4539,465762,1.0,0.97,33,1,493435
F2191,798.5923,4.499,4.457,4.541,4826,23735,0.78,0.92,6,1,35763
F2192,798.5923,4.718,4.693,4.794,4826,66522,1.0,0.81,9,1,81261
F2193,774.5069,3.514,3.413,3.615,4540,399167,1.0,0.99,25,1,426882
F2194,798.606,4.558,4.507,4.575,4827,94057,1.0,0.86,17,1,118610
F2195,798.6184,4.6,4.533,4.701,4828,590508,1.0,0.88,44,1,608553
