Feature_ID,mz,RTmin,RT,RTmax,Height,Area,Estimated noise,S/N,Sharpness,Gaussian similarity,Ideal slope,Symmetry
F3478,166.02667,5.524,6.146,6.753,18171,926224,3635.571,3.61761,14.355,0.96,1.0,0.67
F3479,241.03491,5.524,6.146,6.839,62074,3531813,7844.63,4.871,22.947,0.86,0.994,0.966
F3480,252.06185,5.42,6.146,6.926,14598,658180,6220.554,1.93743,28.432,0.808,0.995,0.698
F3481,261.00704,4.728,6.146,7.358,173834,12808476,31244.11,5.2797,34.019,0.781,0.996,0.964
F3482,335.13499,5.247,6.146,7.185,3010002,93229799,63297.61,47.08071,361.052,0.825,0.991,0.994
F3483,335.44936,5.713,6.146,7.185,2631,70318,1.0,2631.083,26.71,0.807,1.0,0.994
F3484,335.79876,5.713,6.146,7.099,1362,33695,1.0,1361.642,24.794,0.934,1.0,0.994
F3485,336.1377,5.247,6.146,6.839,456369,14516055,20133.68,22.26223,138.015,0.817,0.991,0.755
F3486,398.12996,5.247,6.146,6.666,1134108,36259037,45124.71,24.10483,214.276,0.792,0.998,0.604
F3487,398.36951,4.987,6.146,7.271,1106,25901,1.0,1106.067,18.477,0.903,1.0,0.755
F3488,399.13305,5.334,6.146,6.493,200867,6863867,20998.98,8.85597,63.653,0.898,1.0,0.604
F3489,495.9754,5.697,6.146,7.012,34533,874887,5932.522,5.82105,39.838,0.929,0.999,0.994
F3490,497.97219,5.697,6.146,6.753,35102,900017,8557.173,4.07485,40.803,0.921,1.0,0.994
F3491,499.9703,5.697,6.146,7.099,11274,279760,4456.682,2.52975,26.077,0.819,1.0,0.747
F3492,503.17589,5.524,6.146,6.666,178996,5349852,30343.28,5.50526,81.156,0.82,0.999,0.755
F3493,504.1791,5.437,6.146,6.58,54813,1776735,16863.1,2.77965,46.726,0.786,0.992,0.755
F3494,651.21296,4.728,6.146,6.926,160621,6021291,42447.17,3.67353,81.728,0.723,1.0,0.755
F3495,671.2757,5.61,6.146,7.012,543079,12759901,19424.56,27.71757,170.759,0.951,0.994,0.994
F3496,672.2791,5.61,6.146,7.271,158045,3789643,18754.27,8.4173,89.934,0.946,0.99,0.994
F3497,673.28112,5.697,6.146,6.926,46349,1187665,15281.59,2.93237,45.405,0.815,0.997,0.994
F3498,697.29107,5.42,6.146,6.666,90569,2484785,30416.1,2.84703,58.749,0.885,0.999,0.755
F3499,813.30168,5.8,6.146,6.839,23048,631156,7436.492,3.04278,28.774,0.701,1.0,0.368
F3500,873.32284,5.247,6.146,7.444,15610,502920,5978.93,2.61091,25.762,0.601,0.992,0.49
F3501,964.12297,4.728,6.146,7.531,3532,118962,1.0,3532.275,11.685,0.801,1.0,0.664
F3502,121.02935,5.61,6.232,6.666,98668,4808192,15473.78,3.25422,27.483,0.765,0.981,0.67
F3503,122.03709,5.247,6.232,7.358,683343,28340176,5823.7,114.1621,105.381,0.805,1.0,0.687
F3504,123.04515,5.42,6.232,7.358,2265674,97515105,9101.567,241.5818,241.088,0.601,1.0,0.57
F3505,123.05097,5.42,6.232,7.358,2265674,97515105,5512.74,398.853,47.066,0.925,1.0,0.972
F3506,124.04835,5.247,6.232,7.271,216120,11160273,1.0,191592.4,60.7,0.823,1.0,0.836
F3507,160.04029,5.524,6.232,7.358,20671,1108088,2648.058,6.69288,18.009,0.758,1.0,0.997
F3508,167.03476,5.42,6.232,6.666,1072646,46004084,8130.575,125.02,123.16,0.924,1.0,0.67
F3509,226.03537,5.437,6.232,7.012,38248,2785089,10020.34,1.61849,22.202,0.859,1.0,0.428
F3510,247.90942,4.538,6.232,8.049,23956,907267,1.0,23955.58,25.932,0.838,1.0,0.665
F3511,251.02991,5.886,6.232,6.839,15245,616041,6622.003,1.87947,19.757,0.669,0.992,0.81
F3512,283.00388,5.524,6.232,7.271,40376,1881402,5613.207,6.62209,30.031,0.789,1.0,0.996
F3513,292.90188,5.074,6.232,6.753,10167,331985,1.0,10167.04,18.063,0.984,1.0,0.804
F3514,293.89639,5.247,6.232,6.753,53957,1927863,6465.482,8.34541,33.583,0.695,0.998,0.609
F3515,294.89988,4.901,6.232,7.531,5642,177386,1.0,5642.173,13.94,0.948,1.0,0.804
F3516,295.89389,5.247,6.232,6.753,10577,365841,902.655,11.71772,18.217,0.73,1.0,0.598
F3517,326.12391,4.987,6.232,8.136,64266,4062155,19377.69,3.11606,25.011,0.72,0.989,0.416
F3518,328.87894,4.901,6.232,7.531,8496,269586,1.0,8495.691,17.32,0.972,1.0,0.804
F3519,330.8763,4.814,6.232,6.839,8681,282230,3597.297,2.41329,18.777,0.819,1.0,0.712
F3520,417.10334,5.713,6.232,6.926,177695,6857120,44648.34,3.60397,59.286,0.857,1.0,0.996
F3521,469.06559,5.61,6.232,6.666,58321,2153499,5578.142,8.84023,37.872,0.696,0.982,0.604
F3522,963.12041,5.16,6.232,7.531,6205,226907,1.0,6204.828,15.287,0.807,0.998,0.696
F3523,963.20856,5.8,6.232,6.926,13357,630724,3125.569,2.65504,16.78,0.835,0.992,0.734
F3524,1125.26238,5.524,6.232,7.012,29597,1487951,3656.236,6.70866,23.656,0.798,0.989,0.712
F3525,87.0449,5.42,6.32,7.012,202549,8396865,3480.845,55.6806,58.339,0.887,1.0,0.996
F3526,88.04844,5.697,6.32,7.012,14855,721822,1.0,11933.62,15.849,0.927,1.0,0.996
F3527,122.06217,5.697,6.32,7.012,31248,1596802,3138.292,8.5508,18.202,0.966,0.987,0.996
F3528,123.17771,5.16,6.32,7.531,1780,59124,1.0,1780.261,23.004,0.784,1.0,0.499
F3529,123.27813,5.16,6.32,7.531,1387,38504,1.0,1387.413,19.515,0.878,1.0,0.746
F3530,127.86999,5.713,6.32,6.753,14596,619423,4019.093,3.13298,13.764,0.735,0.99,0.797
F3531,131.03484,5.61,6.32,7.012,418929,15765723,5845.973,69.25529,101.046,0.822,0.999,0.797
F3532,132.03828,5.524,6.32,7.099,29371,1223609,5197.076,5.33415,25.575,0.877,1.0,0.665
F3533,196.0611,5.697,6.32,7.358,36607,2308231,5841.862,3.50852,16.891,0.797,1.0,0.558
F3534,218.01238,5.973,6.32,7.444,51591,1575665,2555.457,20.18861,32.832,0.842,0.989,0.503
F3535,226.07159,5.524,6.32,6.839,41220,2068619,7040.471,3.9772,21.642,0.821,0.996,0.351
F3536,249.90662,4.728,6.32,8.049,15533,524010,2741.827,5.66533,17.326,0.86,0.994,0.831
F3537,252.01254,5.437,6.32,7.099,33578,1488290,5706.625,5.44179,31.791,0.644,0.998,0.416
F3538,262.01039,4.814,6.32,7.271,22904,1565132,6960.094,3.29079,11.581,0.882,0.991,0.876
F3539,267.97694,5.074,6.32,7.358,14527,556629,2833.798,5.12639,19.844,0.622,0.997,0.57
F3540,269.0297,5.437,6.32,6.666,84696,4281575,13305.03,4.99857,19.702,0.774,1.0,0.427
F3541,291.89942,5.61,6.32,6.753,80532,2815210,11607.28,6.89053,48.473,0.755,0.998,0.752
F3542,296.99223,5.247,6.32,8.049,11590,454223,4553.056,2.54546,15.79,0.714,1.0,0.712
F3543,327.87594,5.16,6.32,8.585,78324,2767512,6659.681,11.76087,52.399,0.568,1.0,0.665
F3544,329.87305,5.16,6.32,8.758,72904,2552903,4931.45,14.78352,49.495,0.863,0.997,0.665
F3545,331.87012,5.16,6.32,7.963,24948,876070,2329.735,10.70848,25.164,0.888,1.0,0.996
F3546,429.16061,5.524,6.32,7.099,391673,13550778,48819.18,7.59029,106.079,0.858,1.0,0.598
F3547,430.16375,5.61,6.32,6.839,75679,2648674,17867.58,3.87601,37.379,0.764,1.0,0.427
F3548,446.15057,5.437,6.32,7.012,173194,6323170,31938.04,5.03514,59.779,0.894,0.999,0.499
F3549,529.19181,5.524,6.32,7.012,122442,4118893,33555.48,3.52851,51.159,0.772,0.999,0.712
F3550,587.27845,5.437,6.32,6.926,37167,1271870,7027.806,4.87708,37.812,0.869,0.998,0.797
F3551,621.57375,4.191,6.32,6.839,4840,204951,1.0,4839.924,8.866,0.792,0.973,0.602
F3552,935.21407,5.437,6.32,7.012,118838,5222797,6616.743,16.36613,44.144,0.844,1.0,0.831
F3553,936.21744,5.524,6.32,7.185,48308,2206227,4891.554,8.79683,33.116,0.856,1.0,0.837
F3554,937.21928,5.524,6.32,7.185,18537,902092,7583.403,2.34412,21.186,0.96,1.0,0.837
F3555,1033.18064,5.437,6.32,7.963,11993,521945,1191.589,10.06435,18.481,0.952,1.0,0.855
F3556,311.13433,5.8,6.407,7.271,132544,6046740,32996.02,3.70677,38.853,0.914,1.0,0.996
F3557,420.22015,5.524,6.407,7.617,31713,1168982,10466.2,3.03007,31.569,0.709,1.0,0.427
F3558,494.27228,5.524,6.407,7.704,10898,340913,1508.422,7.22487,20.616,0.912,1.0,0.796
F3559,500.56828,4.814,6.407,7.963,8252,257989,1.0,8251.8,19.034,0.745,1.0,0.804
F3560,508.56363,5.074,6.407,7.704,4238,133621,1.0,4237.949,12.102,0.945,1.0,0.994
F3561,576.26217,5.697,6.407,7.099,34410,1214429,7882.625,4.26406,35.558,0.924,0.997,0.796
F3562,1002.14414,5.334,6.407,8.309,8724,371192,1.0,8723.715,13.745,0.916,1.0,0.996
F3563,1003.14577,5.334,6.407,7.617,3971,102040,1759.39,2.25722,18.154,0.88,1.0,0.994
F3564,1127.26614,5.334,6.407,7.358,7327,351850,2388.291,3.06774,14.833,0.801,1.0,0.712
F3565,153.01913,6.059,6.493,7.185,1905374,57581978,13687.48,133.7684,269.035,0.863,1.0,0.754
F3566,154.02238,6.059,6.493,7.358,164524,6133392,11312.99,12.64794,65.775,0.888,1.0,0.604
F3567,194.08183,5.524,6.493,7.099,34632,1431633,5225.127,5.8002,29.135,0.716,0.998,0.664
F3568,220.03569,5.713,6.493,7.271,12405,553185,4553.061,2.64296,15.704,0.863,1.0,0.444
F3569,240.09844,5.8,6.493,7.099,23894,825426,5171.347,4.44401,21.815,0.975,1.0,0.623
F3570,263.04159,5.8,6.493,7.531,161995,6113365,33678.88,4.63001,60.286,0.847,0.997,0.664
F3571,277.88385,5.16,6.493,7.271,17037,461819,1.0,17037.12,29.578,0.819,1.0,0.995
F3572,356.91993,5.16,6.493,7.704,5415,156500,1.0,5414.593,15.386,0.761,1.0,0.994
F3573,357.22472,5.61,6.493,7.704,89784,3208108,11593.77,7.74415,59.554,0.721,1.0,0.498
F3574,94.06608,5.8,6.58,7.79,7188,187587,1.0,7188.248,18.486,0.85,1.0,0.995
F3575,117.0556,5.713,6.58,7.271,108911,3847633,2867.304,35.90609,58.749,0.946,1.0,0.797
F3576,153.16782,5.973,6.58,7.358,1812,46312,1.0,1812.102,26.175,0.776,0.999,0.754
F3577,217.11913,5.973,6.58,7.099,74259,2555545,11781.33,5.77079,33.607,0.747,0.966,0.402
F3578,228.05103,5.8,6.58,7.877,200594,7242272,11437.86,17.13302,81.35,0.681,1.0,0.797
F3579,241.90687,5.42,6.58,7.012,8158,237322,2561.074,3.18526,19.781,0.859,1.0,0.747
F3580,298.09287,5.697,6.58,7.185,107075,4265709,20252.29,4.82756,50.142,0.737,1.0,0.664
F3581,390.11174,5.61,6.58,7.444,239870,9098371,26831.22,8.60892,93.14,0.674,0.998,0.498
F3582,641.57415,5.16,6.58,7.271,4065,201512,1.0,4065.466,12.463,0.855,1.0,0.797
F3583,650.64373,5.973,6.58,7.271,7174,337617,1.0,6455.304,11.207,0.737,0.997,0.365
F3584,389.10859,5.61,6.666,7.358,1336510,48533707,36197.01,35.86399,226.137,0.668,1.0,0.374
F3585,389.36387,5.247,6.666,7.877,1199,36071,1.0,1198.937,20.989,0.743,1.0,0.749
F3586,452.10375,5.697,6.666,7.271,300762,9477625,80721.77,3.59097,108.786,0.701,1.0,0.597
F3587,461.1291,5.8,6.666,7.099,462097,14316706,113735.8,3.77805,130.164,0.789,0.998,1.0
F3588,462.13247,5.8,6.666,7.185,98607,3340892,22408.05,3.95735,55.379,0.84,0.996,0.75
F3589,509.05755,5.713,6.666,7.099,17397,650817,5538.54,2.96087,25.561,0.696,1.0,0.332
F3590,524.12464,5.697,6.666,7.185,162206,5108953,32682.79,4.78735,69.433,0.783,1.0,0.628
F3591,551.94728,5.247,6.666,7.963,11744,316520,3029.037,3.87711,23.805,0.814,1.0,0.749
F3592,751.26484,5.886,6.666,7.099,87947,2627306,13877.03,5.7154,51.761,0.85,0.992,0.749
F3593,851.2447,5.8,6.666,7.099,32125,911322,11024.62,2.70596,34.477,0.765,0.998,0.749
F3594,986.15016,5.524,6.666,7.79,4889,119433,1303.389,3.75085,18.106,0.925,1.0,0.749
F3595,216.98093,5.697,6.753,7.358,154155,7129905,12294.39,11.6551,51.448,0.846,1.0,0.456
F3596,238.03541,6.32,6.753,7.271,75731,2454069,6308.464,10.83795,50.718,0.728,1.0,0.749
F3597,240.05099,6.407,6.753,7.271,103280,4241389,7863.313,7.02481,26.355,0.799,0.998,0.499
F3598,288.15612,5.524,6.753,7.358,53644,2478989,14039.98,3.57897,31.02,0.863,0.998,0.6
F3599,301.04964,5.886,6.753,7.704,74630,3362512,14796.0,4.22404,42.075,0.627,1.0,1.0
F3600,633.5786,5.334,6.753,7.617,5590,190372,1.0,5590.21,14.696,0.969,1.0,0.8
F3601,78.03469,6.232,6.839,7.531,35265,1224226,1.0,31842.31,35.233,0.785,1.0,0.749
F3602,349.14995,5.973,6.839,7.79,195752,8092560,42701.84,4.3634,56.24,0.798,0.997,0.667
F3603,409.17074,6.32,6.839,7.185,60290,2565998,11734.47,2.21708,24.42,0.827,0.998,0.5
F3604,426.15083,5.247,6.839,7.79,75944,5895335,24966.31,2.93095,20.059,0.812,0.989,0.997
F3605,467.08588,5.697,6.839,7.704,130635,8328511,42693.25,2.70404,36.201,0.707,0.965,0.23
F3606,588.10912,5.524,6.839,7.271,28608,1035292,13900.96,1.98619,33.406,0.75,0.997,0.666
F3607,833.68525,5.886,6.839,7.79,8637,660428,1.0,7561.861,7.176,0.789,0.991,0.775
F3608,114.05597,6.32,6.926,8.136,34413,1976592,1.0,30330.11,14.85,0.852,0.997,0.75
F3609,213.07667,6.232,6.926,7.444,107619,4123792,26335.75,3.05757,49.611,0.914,1.0,0.571
F3610,255.05085,5.524,6.926,7.444,369436,25187963,37778.68,8.58804,60.756,0.594,0.994,0.333
F3611,285.10891,6.232,6.926,8.136,391841,12898879,25562.87,15.14468,122.122,0.934,1.0,1.0
F3612,286.11201,6.232,6.926,7.617,55997,2012719,13079.62,4.05827,38.654,0.811,1.0,0.5
F3613,395.02854,6.232,6.926,8.758,87249,4575806,4721.612,16.33014,45.791,0.783,1.0,0.571
F3614,445.94935,6.146,6.926,8.499,12453,372904,4315.125,2.88601,25.564,0.858,1.0,0.667
F3615,447.94701,5.8,6.926,8.585,10284,285119,3419.138,3.00775,21.121,0.895,1.0,1.0
F3616,705.11867,5.973,6.926,7.963,27298,1012557,3258.72,8.17798,32.598,0.797,1.0,0.8
F3617,706.1196,6.493,6.926,8.499,9726,304524,2751.542,3.53463,18.786,0.6,0.987,0.499
F3618,149.0243,6.58,7.012,7.79,36993,1605411,11201.16,2.5294,18.638,0.773,0.979,0.544
F3619,168.03818,6.666,7.012,7.963,89778,3885232,3945.348,17.37763,40.232,0.943,1.0,0.75
F3620,269.02993,6.666,7.012,7.877,87394,4653434,13305.03,4.24233,15.009,0.922,1.0,0.429
F3621,329.08754,6.146,7.012,8.049,1313944,55527075,115522.4,10.75389,173.63,0.848,1.0,0.833
F3622,330.09076,6.146,7.012,8.049,211600,9187407,38813.6,5.09662,72.748,0.827,1.0,0.833
F3623,392.08302,6.146,7.012,8.049,367140,15072533,72697.98,4.76949,83.651,0.791,0.989,0.666
F3624,424.47236,5.16,7.012,7.617,1621,76728,1.0,1620.664,13.444,0.703,0.997,0.555
F3625,427.05498,6.146,7.012,7.877,59519,2786763,6253.677,8.49921,34.607,0.762,0.996,0.666
F3626,446.27028,5.886,7.012,8.049,1969,46457,1.0,1969.181,10.784,0.899,1.0,0.75
F3627,453.95165,5.713,7.012,7.963,44801,1799750,11883.4,3.7344,35.42,0.861,0.996,0.714
F3628,454.95544,4.901,7.012,7.531,9203,360603,1909.928,4.81875,15.236,0.836,0.999,0.571
F3629,455.94933,5.713,7.012,7.531,28557,1082594,7168.587,3.93276,29.085,0.844,0.998,0.571
F3630,489.92874,5.8,7.012,7.963,48034,1935400,19638.45,2.44593,32.356,0.928,1.0,0.857
F3631,491.92575,5.8,7.012,7.963,47016,1784185,8782.229,5.35354,35.391,0.879,1.0,0.833
F3632,493.92331,5.42,7.012,8.482,15766,567601,6875.727,2.29301,26.702,0.873,1.0,0.666
F3633,589.18783,6.059,7.012,8.395,457054,40811722,37251.35,10.13491,42.526,0.759,1.0,0.82
F3634,140.0353,6.666,7.099,7.79,16121,702715,4136.901,3.31337,15.229,0.958,1.0,0.667
F3635,424.73322,5.334,7.099,7.963,1232,46106,1.0,1231.803,13.057,0.846,1.0,0.714
F3636,424.89119,5.16,7.099,8.049,1867,67068,1.0,1866.66,15.324,0.885,1.0,0.714
F3637,228.9598,6.32,7.185,7.877,39804,2667202,16630.25,1.71727,16.892,0.863,1.0,1.0
F3638,315.56854,5.697,7.185,8.758,1254,44508,1.0,1253.876,19.76,0.868,1.0,0.832
F3639,361.47607,6.926,7.185,7.963,1193,33020,1.0,1192.603,15.29,0.702,0.992,0.625
F3640,378.10365,6.146,7.185,7.963,609848,25851131,73176.4,8.0212,109.728,0.841,0.997,0.832
F3641,397.1264,5.973,7.185,7.617,446857,25799030,88194.39,4.19354,75.226,0.658,0.986,0.399
F3642,407.15524,5.697,7.185,7.704,389104,23680236,36731.64,10.23963,71.775,0.602,1.0,0.307
F3643,424.14573,4.901,7.185,7.704,1663320,109217006,22504.1,73.59721,135.918,0.669,1.0,0.307
F3644,424.39085,5.247,7.185,7.877,1562,82634,1.0,1561.558,12.511,0.738,0.999,0.499
F3645,425.1489,4.987,7.185,7.704,304544,20398197,22085.7,13.55122,51.196,0.583,0.991,0.266
F3646,426.15032,5.61,7.185,7.79,73156,5498812,14985.17,4.60498,19.383,0.635,0.933,0.4
F3647,444.24553,5.973,7.185,7.79,68789,2517551,17956.09,3.63121,45.185,0.653,0.997,0.666
F3648,459.11769,6.926,7.185,7.617,197887,6572569,24305.08,4.82469,33.152,0.663,0.976,0.46
F3649,477.94667,5.61,7.185,8.136,57363,2460753,9788.431,5.8603,35.345,0.852,0.997,0.858
F3650,478.94981,5.61,7.185,8.585,11786,464239,5163.384,2.28261,18.983,0.924,0.996,0.834
F3651,479.94346,5.524,7.185,8.395,18358,808052,4871.933,3.7682,23.655,0.924,1.0,0.999
F3652,486.01382,5.713,7.185,7.79,30489,2045992,8556.899,3.17153,17.886,0.714,1.0,0.384
F3653,521.99092,5.16,7.185,7.79,83326,4871500,21160.04,3.93787,30.07,0.736,1.0,0.307
F3654,522.99453,5.074,7.185,7.704,17609,1023008,5747.279,3.06395,17.208,0.695,1.0,0.249
F3655,523.98826,5.16,7.185,7.79,76811,4560345,11458.43,6.70345,31.289,0.699,1.0,0.332
F3656,572.11393,6.407,7.185,7.877,58958,1726789,11862.83,4.96995,44.212,0.835,0.996,0.5
F3657,630.26141,6.407,7.185,7.704,39926,1215961,7547.688,5.09297,43.671,0.878,0.993,0.999
F3658,631.26287,6.58,7.185,7.617,17197,598172,10110.18,1.28421,15.596,0.747,0.977,0.199
F3659,677.26483,5.8,7.185,7.704,135434,4977706,22435.03,5.87873,86.406,0.871,0.997,0.999
F3660,678.26837,5.8,7.185,7.704,52916,2034496,12706.76,3.96989,49.753,0.891,1.0,0.999
F3661,723.30677,5.697,7.185,7.617,155123,6616068,28518.99,5.34686,61.3,0.787,0.998,0.444
F3662,724.31007,5.886,7.185,7.617,59146,2403303,17108.26,3.44608,37.058,0.818,0.981,0.444
F3663,319.13924,6.58,7.271,8.309,90451,3554510,28165.28,2.9938,45.798,0.572,1.0,0.799
F3664,332.18219,6.58,7.271,7.79,20157,674357,2932.295,6.49345,27.149,0.847,1.0,0.601
F3665,361.62068,6.926,7.271,8.049,1456,39295,1.0,1455.764,14.015,0.797,0.993,0.714
F3666,371.09773,6.58,7.271,9.449,236009,18536202,66999.07,2.98933,35.412,0.882,1.0,0.555
F3667,372.10127,6.58,7.271,8.499,47442,3381182,18674.12,1.96731,8.291,0.678,1.0,0.233
F3668,469.1018,6.58,7.271,7.79,109834,5763582,28324.13,2.84284,29.224,0.773,1.0,0.999
F3669,679.27203,6.58,7.271,7.79,15939,586381,9251.246,1.54348,25.838,0.845,1.0,0.666
F3670,839.31773,6.232,7.271,7.79,15571,650765,5738.863,2.53752,18.422,0.766,0.98,0.3
F3671,201.12414,6.58,7.358,8.136,126616,4115506,36425.55,3.46652,66.549,0.961,0.998,1.0
F3672,230.01258,6.493,7.358,8.482,124831,5103898,13985.85,8.89782,52.478,0.705,0.998,0.5
F3673,232.00005,6.58,7.358,9.103,17193,696965,1766.644,9.73202,20.292,0.726,0.995,0.572
F3674,309.92721,6.146,7.358,8.672,5914,195176,1.0,5914.182,13.461,0.855,0.986,0.6
F3675,315.38889,6.493,7.358,9.449,1594,64061,1.0,1593.97,19.798,0.913,0.997,0.714
F3676,323.13425,6.666,7.358,7.963,127821,5700916,34119.7,2.75538,43.044,0.838,1.0,1.0
F3677,358.91767,6.926,7.358,8.395,2247,58440,1.0,2247.219,21.592,0.805,1.0,0.751
F3678,385.92951,6.059,7.358,8.758,4784,148440,2071.958,2.30903,15.991,0.979,1.0,0.801
F3679,386.12957,6.58,7.358,8.049,54032,2551926,17902.88,2.51471,27.566,0.891,0.998,1.0
F3680,410.07626,6.839,7.358,7.963,115456,3709965,11193.14,9.82539,48.941,0.88,0.996,0.999
F3681,476.94619,5.8,7.358,7.963,19458,792778,4559.908,4.26716,24.783,0.899,0.996,0.833
F3682,674.26491,6.753,7.358,7.963,71178,2313508,20710.53,3.39484,39.939,0.896,0.998,0.8
F3683,677.22811,6.58,7.358,8.758,205590,9506264,17270.7,11.58292,63.347,0.68,0.991,0.625
F3684,1301.29424,7.012,7.358,8.136,18903,853285,1738.326,7.76688,15.713,0.838,1.0,0.5
F3685,1302.29746,6.926,7.358,8.395,13945,668026,790.49,16.21068,13.562,0.876,1.0,0.429
F3686,113.06076,6.58,7.444,8.049,28355,1599008,3136.638,6.18986,14.79,0.895,1.0,0.715
F3687,150.05584,6.753,7.444,8.395,91845,3517323,9672.217,8.53093,51.52,0.964,0.996,0.799
F3688,183.06607,5.886,7.444,8.136,150211,7792778,36509.14,3.77306,49.494,0.899,1.0,0.834
F3689,230.99656,6.58,7.444,8.222,113682,4993043,23749.47,4.538,61.178,0.78,0.996,0.834
F3690,292.05877,6.839,7.444,7.963,35268,1348273,9738.349,3.16787,28.685,0.729,1.0,0.4
F3691,307.93108,6.059,7.444,8.309,9131,332159,1344.583,6.79132,14.856,0.86,1.0,0.667
F3692,312.10845,6.666,7.444,8.136,750625,23718261,37478.54,19.77968,164.538,0.931,1.0,0.801
F3693,348.0849,6.666,7.444,8.222,412042,13140467,18236.49,22.24805,122.027,0.94,0.998,0.999
F3694,350.08244,6.839,7.444,8.222,136383,4530190,17118.84,7.72732,54.395,0.726,0.999,0.572
F3695,358.11407,6.407,7.444,8.499,1921893,60140290,36056.68,53.06399,265.417,0.942,1.0,0.801
F3696,358.34029,6.059,7.444,8.758,2224,63657,1.0,2223.859,18.98,0.893,1.0,0.999
F3697,358.43843,6.059,7.444,8.758,1615,49332,1.0,1615.049,22.514,0.893,1.0,0.999
F3698,358.55525,6.146,7.444,8.672,1019,30424,1.0,1019.412,21.247,0.871,1.0,0.999
F3699,359.11702,6.753,7.444,8.482,330526,10832387,94633.72,3.41534,100.205,0.885,0.996,0.801
F3700,360.11901,6.753,7.444,8.482,67384,2395938,28272.3,2.32639,42.216,0.848,1.0,0.999
F3701,375.10399,6.232,7.444,8.395,1036005,32800821,41674.77,24.78696,186.133,0.958,0.999,0.801
F3702,400.08299,6.493,7.444,8.136,29211,1034988,12379.55,2.34732,31.801,0.946,1.0,0.801
F3703,402.10369,6.753,7.444,7.963,49697,2114441,12029.91,3.30525,30.606,0.736,1.0,0.667
F3704,436.97284,5.524,7.444,8.499,37628,1190324,5343.121,7.04225,37.56,0.798,1.0,0.667
F3705,438.97045,6.407,7.444,8.482,22705,718956,4090.293,5.55086,26.39,0.862,1.0,0.801
F3706,470.95423,6.146,7.444,8.672,3871,112837,943.215,4.10368,12.4,0.882,1.0,0.999
F3707,472.94929,5.42,7.444,8.499,46982,1506085,7330.088,6.40952,40.462,0.882,0.997,0.999
F3708,474.94693,6.146,7.444,8.309,42792,1359051,4780.861,8.95072,41.814,0.957,0.998,0.801
F3709,513.13704,6.493,7.444,8.136,125015,6539477,14851.87,7.41187,35.681,0.869,1.0,1.0
F3710,540.15628,6.493,7.444,8.136,319699,15031042,80818.91,3.55987,72.28,0.935,0.998,0.833
F3711,575.12878,6.58,7.444,8.395,116395,6044706,21723.3,4.89952,38.036,0.849,1.0,0.714
F3712,793.23954,6.58,7.444,8.049,93690,2927326,25611.57,3.40964,56.083,0.875,1.0,0.999
F3713,152.0113,6.926,7.531,8.136,70529,2685398,9674.044,5.91317,29.063,0.842,0.995,0.666
F3714,187.10859,7.012,7.531,8.136,99310,3229632,44940.19,2.16153,56.553,0.687,0.985,0.999
F3715,226.0352,7.012,7.531,8.049,49682,1987659,10020.34,3.79923,27.68,0.69,0.983,0.601
F3716,312.05053,6.58,7.531,7.963,19010,841179,4053.627,4.03123,20.084,0.685,0.988,0.375
F3717,313.05573,6.232,7.531,8.049,58016,4522707,6533.557,4.88471,17.042,0.818,1.0,0.5
F3718,315.07173,6.58,7.531,8.482,2105778,87421796,47364.45,40.26707,183.949,0.749,1.0,0.7
F3719,315.28644,6.58,7.531,9.536,2699,67403,1.0,2698.834,19.763,0.809,0.994,0.572
F3720,316.07483,6.58,7.531,8.482,323374,13783456,22996.63,12.57232,70.497,0.706,0.994,0.7
F3721,342.96749,5.524,7.531,8.222,21151,717521,4796.97,4.40928,24.445,0.781,0.998,0.833
F3722,380.94153,6.059,7.531,9.103,37050,1263601,2711.703,13.66311,33.946,0.788,0.996,0.801
F3723,383.05907,6.58,7.531,7.963,21578,1146712,3661.517,3.29271,24.748,0.929,1.0,0.998
F3724,400.04888,6.58,7.531,8.931,28763,1316583,4709.252,6.05674,29.817,0.716,0.997,0.801
F3725,413.04032,6.58,7.531,8.482,55040,2716617,5492.613,8.91271,36.235,0.586,1.0,0.888
F3726,439.93611,6.58,7.531,7.963,33161,1293685,2492.197,11.40498,30.004,0.718,0.996,0.601
F3727,441.93266,6.666,7.531,8.049,22595,839717,2201.521,9.27685,26.574,0.697,1.0,0.801
F3728,478.91294,6.493,7.531,8.309,6739,214680,4944.189,1.36303,20.415,0.874,1.0,0.857
F3729,686.22884,6.839,7.531,8.049,63816,2193459,13747.71,4.34207,42.186,0.932,1.0,0.801
F3730,749.21342,6.753,7.531,8.049,79966,2282676,13478.14,5.57204,52.62,0.751,0.994,0.998
F3731,67.01851,7.185,7.617,8.482,50833,1928777,2710.803,16.93006,33.732,0.514,0.996,0.25
F3732,88.04009,7.012,7.617,8.585,38389,1464111,1718.515,21.62308,27.112,0.897,0.99,0.999
F3733,88.04696,7.012,7.617,8.585,38389,1464111,1.0,37159.59,11.64,0.947,1.0,0.799
F3734,116.07156,7.185,7.617,8.309,101122,3619979,7853.365,11.90165,50.364,0.936,0.995,0.8
F3735,146.08204,5.886,7.617,8.844,72837,2505840,4763.603,15.2903,39.197,0.861,0.998,0.801
F3736,212.01946,6.839,7.617,8.222,37564,1784457,3135.815,9.8029,22.706,0.864,0.992,0.834
F3737,212.05619,6.753,7.617,8.049,38821,2135519,6521.783,3.15652,29.572,0.707,0.99,0.572
